,sentiment,tweet
408805,0,"I just got a bunch of money for graduation, but i cant spend any of it. It all goes toward paying for college. "
441699,0,Feelin lonely 
5130,0,No coke. SHOCKER. 
597037,0,"@dianasofiia you want duck cake or bee cupcake? haha. i'd love to help you but i have the aLIVE class, sorry! "
499046,0,already stressing about this 
422718,0,I'm going to finish reading my book Envy even tho the next book in the series has not been publish  and I really want to read it
1511119,4,going thru saurav bhaiya's album &quot;LAKE NAKURU---- THE FLAMINGO CITY&quot; at facebook....amazing wild life pics 
1155481,4,"@Amalari good morning, glad to hear you are feeling a bit better "
250232,0,"decided on Mamma Mia... oh no, curse is here "
699727,0,Urgggg....stupid party made me drink pop and now its killing me....     help
1306043,4,@ruthaimee hii baby girl  IMY..i still owe you your doggy bag BAHAHAHA jk..
1521266,4,... All i can say is ... Wow what a weekend!  
571354,0,@msilve Niceeee tryyyyyy!  I really want to come back 
1388434,4,"@ch3x let's go ha, the next time there's a seat sale. "
1403358,4,Spending some quality time with my brother 
644989,0,"hey twitters how are you all? with me not so good, my relationship with my boyfriend is over "
361704,0,@dolidh I want some  but guess you ate it all right?....and yes I will show them ASAP!! ;)
75954,0,"Ah, recovery day...except for school. I have one right foot to nurse that does NOT want to wear kitchen clogs "
153262,0,Is now doing my assignment 
1510727,4,@Franklero My friend and I found this rediculous picture and laughed all day. Hope you do the same!  http://twitpic.com/5svqe
123796,0,Looks like too many twitter accounts getting suspended... Last hit was of my friend Chetan Bhawani. Not sure why? 
679102,0,@SpookyJenB it is a strike unless the Ump has a wandering eye. Then who knows what call he will make. 
179846,0,@CChiron - Well (as you can see) I've been blah blah blahing so much...yep. I forgot. I'm sorry   But...I'm here! 
1097359,4,"@denicemoments hahaha, we'll see how eh! enjoy dinner. call if you get lost eh! "
49297,0,"my brain hurts. waaaa. gonna sleep. time check, 8.20PM. goodnyt! "
458523,0,@SongzYuuup they kickin me off the computer... 
729582,0,miss my mommy 
171310,0,Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now 
254444,0,@aidanmacmahon I know. It really does suck 
1150362,4,Time for bed  had to cut my party short so I can be fresh for work2 I heart No Doubt and Gwen Stefani 
1160479,4,Testing new MMORPG. Looks good 
1349852,4,@lisasamples What's your budget? What features you looking for?  I'm sure we could help with that 
4718,0,"waiting to go back to my cold, lonely student room !  booo."
71591,0,I bought a pair of shoes online from a &quot;discount&quot; store...there are 2 different sizes! They tell me they don't take returns! Uggg!  DOH!
1093768,4,im babysitting. Tiffany is THE COOLEST chick to babysit ever. We made toasted samiches and icecream spiders and watched Danny Bhoy on TV 
1248255,4,"@MizzKT Thank you!  I think it went VERY well.  I will know tomorrow and if all goes well, start on Wednesday.  "
147722,0,had my last day at the kitty shelter 
669790,0,@Unknown_Heather  I sorry. We should take you to play with the MAC boys. That could be FUN!!
648944,0,"#inaperfectworld i could have ice-cream anytime &amp; not have to worry about infected throats  oh, and indisposable cash to buy the icecream"
960333,4,i like when i woke up this early 
1217492,4,@romapires  I haven't cleaned my display yet :S
873009,4,I so agree with you Heather Nikki  
660213,0,i left my mom all alone 
548147,0,Eating half of a gala apple.  The other half goes to @vansunder.  The batch that I picked out this time are all bruised.  Bad picking!  
1232196,4,@twittords I see you didn't go for 'cwunt' then 
235785,0,"@missjmar omg it IS freaking gorgeous! Had sooo much fun, wish I remembered to take a picture of that beautiful waterfall "
1476283,4,Well apparently pharmacy customers enjoy yelling but today haven't had a grouchy one yet ... Lunch time = subway  http://myloc.me/2Vtp
836871,4,@jennettemccurdy Your voice is really nice!!! I like it  and nice vid 
943866,4,"conference call picked up, actually making some progress now "
153050,0,You are. Come here! 
679691,0,i need to stop staying up so late 
90272,0,Oh Arsenal NOT again fs  (Could Drogba pls quit football and join the ballet?  Goes down so easily time and time again.)
231687,0,@amyyhawkins Lol. I hate this essay 
1416996,4,@nickontech And me and the boys got our apple T-shirts too. We were in the last 25 people of the first 1000. 
779040,0,it was sooo foggy on the on the freeway 2nite it was actually scary! 
1005403,4,Fuzzball is more fun than True Life  http://fuzz-ball.com/twitter
743868,0,enjoying a fathers day meal with mom and pops before heading back to boston for my last week with the guys. move home saturday 
1590544,4,@ian_si you're right on both counts so I'm staying well away! 
631060,0,"family time! hahaha eating with ate eunice&lt;3 hahaha, amma miss her  its making me sooo sad!"
324091,0,"@cmpriest Awww, i'm so sorry!  {{huugs}}"
1392036,4,I wanna make that contest video now !!!  lmao
855392,4,@sisturix that would happen sooner than you think (I mean hiring developers for the NZ company ;-) ) I'll keep you on the short list 
277693,0,"yahi says to check your monthly horoscope!-_- but my life doesnt match it anymore  it rained in the morning, i wanted it to keep going. "
1555170,4,@paulaparanoia Awww thanks i love you too  lol
1475811,4,I can do it! hi eeveryone  say sumfing!
478953,0,"Jogging, isnt REALLY that cool, especially if you've got a fever "
554341,0,"Bored.. very bored, I actually need to do something about it.  Design's almost done, subpages almost ready, and then.. code "
778994,0,ate too much candy  feel sickk..
681935,0,"No Pain, No Gain "
1589611,4,@martan9 listened to the phoenix song. pretty bitchin'. they sound french. me likey. 
728773,0,Starting my diet tomorrow!! Going to Florida on the 30th and I'm tired of feeling like a beached whale  sad day...
1352477,4,"@itkutak ok, will do "
1117855,4,@NBkorey I recommend this: www.myspace.com/nineball ! BEST MUSIC I've found this whole week! 
555834,0,@garethmilton not working  I t seems to have unzipped the ipsw file. shame.
415008,0,"laying here about to go to bed, aaron just left "
956294,4,@hesa you're just talented I guess 
1054893,4,"@CinDiego Well, you can help make it more exciting for him/her... "
844859,4,@Isil_Loves_Mcr thanks! 
420787,0,Hellla not feeling good  I wanna be home home hhzuiwjsjk go awayyyy migraneeeee. U have no clue how painful it is rawwrr
817753,4,happily stayed in bed until one today. 
967399,4,I NEED a Looong Vacation after I graduate! Wheeeeeew! Who wanna pay for it? 
937122,4,"@vanieq WHAHAHAHAHAH! Ok, strike one for Kc this bright, sunny, thursday pancake morning. "
58821,0,It's Raining 
988499,4,"Sorting stuff out for my trip to Paris tomorrow! 26'c Sunny, I best pack some shorts   2 days, 3x1hr meetings and thats it.. cushty "
1165962,4,"home from brooklyn, work at 9.. going to sleep til 830 lol "
955109,4,@lisanti when you get time if you could send me that picture that would be awesome 
1390278,4,@sidepodcast it is true 
636988,0,"Sad tomorrow won't be warm and sunny this weekend so I could wear a cute new dress.   which sweatshirt? Simons, Peoples, Lucca or Johnson?"
1291951,4,@LittleFletcher can you please tell your follower to tweet #mcflyforgermany between 3 p.m and 4 p.m? pleeeeease pleeeeeaaaaaaase 
1020480,4,http://bit.ly/kFoP7  he sure has some dance moves :O 
1388096,4,@richardepryor I'll pass thanks 
70545,0,i need to go reset my alarm clock but i dont feel like gettin back up. 
1586413,4,ahhhh Biffy Clyro tour in November- mmmmm Scottish men  Wonder how many dates I can get to...ahhh can't wait for their new album
279500,0,"@girlsaloudmedia mmm no, sorry. i wish i could go but i live in italy so unless i find a private jet i can't go "
1078460,4,"@selenagomez I can't wait for her new record to come out .... you 2 are seriously AMAZING, Talented actresses, talented singers "
1023969,4,@miriamsays  Check it out  http://twitpic.com/5otoz
930326,4, just had a fun weekend.
1425573,4,I've been listening to Aerosmith all day.  and I don't think it's gonna change.
259361,0,i totally forgot tht civics packet is due tomorrow.  i also have to read 1984. ima start reading now.. i dont get it at all 
694851,0,Its such a gloomy Saturday...this weather is making me home-sick! 
1586342,4,@Zzeba lol the white ones? or the colored ones? haha. @JorgeZavaleta like..chalk! haha 
1568131,4,@icantseeyou seriously wats your problem ? thats the 6th time you have fought me today ... your really should fuck off 
446512,0,is board as hell now 
919526,4,@richard1988 because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?
1169924,4,@stevivor nah. Not heard of that one 
1515118,4,http://twitpic.com/7gbca - bought a white wedding dress for $20. eat your heart out queen serenity.  had to look that up. yes. i did.
937460,4,feeling much better than two days ago 
1400874,4,@MartianLove It is because you are human dear 
1011945,4,I got the job and I start on Monday! WOOP WOOP!  And yes I seen Shane yesterday! Have to say as Mark fan he was fit! ;)
1554303,4,My daddy just bought me Let's Go Europe on a Budget 2009.  Stoked. @ionasinger you should be too.
1426537,4,@xb4byfac3x hahahaa. thanks 
338746,0,@clinamen  no. job market awful for really good administrators. been referring all the ones I know to shared backroom idea http://bit. ...
1218188,4,"@MackArillo and u, sir, are alive!  glad 2 know u'r still out there somewhere!"
1360348,4,Just enjoying the end of the week and a nice &quot;Legon&quot; Crianza from Rib Del Duero with friends.  Even nicer after a night in the 'fridge.  
185738,0,@Bebo5992 lmao i know i had a typo lol leave me alone 
89368,0,omg the worst thing ever happened this morning..i came to listen to my ipod and realised id left it on all nightt  poor meee
1224414,4,@phusionade hahaha. U sound troubled my friend. The path to greatness requires small steps to begin with. 
798377,0,"Well, i was supposed to start work today...but the computers are down  this sucks"
73155,0,trying to get over my cold 
900711,4,@CarlosPoulet Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.
1520203,4,@pingpingss dope t-shirt. I like 
1303366,4,@harrisfellman keep up the good work. Feeling fit makes you enjoy life more 
124603,0,At work starting 10 mins early got the shitest tables get ready 4 a crap night 
782169,0,"F#*! my main home PC just died, making weird noises, and it didn't come back up, and of course only partial backup done last night... "
441095,0,my plants are happy about the rain...so much for my hike though 
876524,4,@DrWashin thanks DW 
1278108,4,@johnnybeane aww. love the howman. 
1378565,4,Good morning ppl 
191003,0,What i would give to hold my dog again. 
764982,0,@bryancarter13 I am. I hope that I can still go -- I might have to paint a mural that night.    Are you excited?
1374431,4,"Evidently the night once again devolved into sewing in my underwear and abusing my neighbors... Essay is well over half done, tho "
924959,4,@Diana_Vickers_ http://twitpic.com/4x1aq - hope evreything is going well . can't wait for the album  love starbucks !
1484828,4,I just made the ultimate chocolate desert at home town buffet. 
151454,0,@siglmom too bad the sun didnt last very long. stupid rain 
1380241,4,Thinking of japanizing my name... 改崎???? would be nice 
668780,0,tiredd  might be going to the casino.
144984,0,At work not feel to well. I'm not feelin been up today. 
442358,0,@CherylColeUK They were fab last nite got the impression there mite not be another tour tho 
478484,0,"@archiefan96 poor u! haha, just got bk from town and omg!! i have the biggest sun brun!! "
970743,4,"@shelbilavender  He is 18  Such a sweetie ~ movie, roses and a singing card for Mother's Day. This is him dancing!:  http://bit.ly/iACdu"
205231,0,@deecantu  I wish I could have been there to see them with you. Wish you were here!
